event_id,timestamp,user_id,action,file_name,file_type,file_size_bytes,status,processing_time_ms,conversion_type,source_format,target_format,error_type,region,device_type
173bb36b-3710-4e8c-86fe-f8c1ab8546a8,2026-05-23 09:47:55,U03253,delete,notes_5888.txt,txt,149887,success,221,,,,,华南,tablet
969064dc-8e55-46a8-a7ed-c5e3823cd0ca,2026-05-21 18:08:54,U04451,convert,form_2845.pdf,pdf,2823979,success,16037,pdf_to_png,pdf,png,,华中,desktop
cb4dc0ca-6829-48a7-9a27-0ab5268d4fdc,2025-10-30 14:48:12,U02762,upload,summary_8007.txt,txt,136077,success,3483,,,,,华中,desktop
a16ebc6c-cc48-41e5-bb27-670b28f891ed,2026-05-04 10:15:00,U01152,upload,form_5374.pdf,pdf,2815097,success,4893,,,,,华东,mobile
43f5d07c-403b-4e35-8bbc-2b98f1068f37,2025-03-05 15:29:19,U01936,upload,chart_2923.png,png,2778949,success,2616,,,,,华南,desktop
b59e3c00-d9f1-4d64-9f36-bf0cadaac6c1,2026-05-05 08:47:38,U01095,convert,logo_9806.png,png,2885413,success,25964,docx_to_pdf,docx,pdf,,西南,tablet
5655b5a7-9d04-4963-8af8-877808f0bdcf,2026-04-03 13:23:04,U00671,delete,form_9972.pdf,pdf,4290332,success,324,,,,,华东,desktop
34455f6d-941c-45e5-a848-df74ce64dce4,2026-03-29 08:13:45,U04263,download,thesis_8298.pdf,pdf,516706,success,1151,,,,,华南,mobile
a1c6706f-4ce6-49aa-9003-ada2eea2e2ca,2026-04-19 15:19:46,U04578,upload,report_4570.pdf,pdf,4901226,success,3670,,,,,华南,desktop
a3c78484-ce52-47b4-8dd4-05bf3abb3243,2025-03-12 22:30:02,U00494,upload,presentation_7887.pdf,pdf,3191205,success,3333,,,,,华南,tablet
7ab008c6-522f-4a48-a2a2-36008016011f,2026-01-20 07:42:55,U03093,convert,chart_2943.png,png,848572,success,13879,pptx_to_pdf,pptx,pdf,,华中,desktop
3b707e9e-d7a1-46e4-95a8-ba4dad145aa7,2025-01-24 21:29:43,U00029,download,meeting_notes_4762.docx,docx,539070,success,417,,,,,华南,tablet
b1cc8aa5-61de-49e3-b962-5f50c9d3de7b,2025-02-02 17:26:39,U00925,preview,dataset_4943.csv,csv,221092,success,1266,,,,,华东,mobile
1965be77-1d6b-4c52-af01-7dc92d356076,2025-09-08 16:25:28,U00399,upload,form_1924.pdf,pdf,1225542,success,2569,,,,,华东,tablet
c35bfc71-9cfb-4d85-91e2-c9643c52eeb3,2025-11-23 14:49:43,U04720,preview,presentation_9540.pdf,pdf,1904240,success,613,,,,,华东,tablet
