user_id,event_time,event_type,page_url,session_id,duration_sec,device_type,browser,region,is_new_user,referrer_source,is_converted
U0000075,2024-06-26 10:15:08,search,/cart,c930177b,568,mobile,Edge,东北,1,邮件营销,0
U0000076,2024-08-14 04:34:16,click,/products,9b6fc329,27,mobile,QQ Browser,华北,1,社交媒体,0
U0000077,2025-02-25 03:47:04,purchase,/category/clothing,43e22e41,526,mobile,QQ Browser,华东,0,外部链接,1
U0000078,2024-06-16 01:30:54,purchase,/category/electronics,1efccf56,503,mobile,Edge,西南,1,搜索引擎,1
U0000079,2025-03-08 22:20:24,search,/category/food,aeaf0cac,518,mobile,QQ Browser,西北,0,广告投放,0
U0000080,2024-11-21 14:25:26,logout,/products,385b64b3,321,mobile,Firefox,华东,1,direct,0
U0000081,2024-12-08 04:35:03,search,/category/food,4da49a5c,126,desktop,Firefox,东北,0,direct,0
U0000082,2024-11-28 03:36:32,click,/product/337,8f649253,111,desktop,Edge,西南,0,广告投放,0
U0000083,2025-04-15 19:43:41,search,/home,3924a3a4,274,mobile,Edge,华北,0,搜索引擎,0
U0000084,2024-08-12 23:40:01,page_view,/promotions,51cff058,386,mobile,Edge,东北,1,邮件营销,0
U0000085,2024-08-20 19:03:43,page_view,/checkout,bb35b55a,435,mobile,QQ Browser,华东,1,direct,0
U0000086,2025-02-05 16:42:19,page_view,/cart,4580701a,57,mobile,Safari,东北,1,社交媒体,0
U0000087,2025-01-07 05:08:24,search,/promotions,d0ff57b6,573,desktop,Chrome,华中,0,direct,0
U0000088,2025-03-21 12:45:40,purchase,/checkout,9b97a80a,22,mobile,Firefox,东北,1,社交媒体,1
U0000089,2024-10-03 13:37:25,search,/products,75366364,318,mobile,Chrome,西南,0,邮件营销,0
U0000090,2024-11-26 11:46:52,logout,/product/121,f5c3b8b8,263,desktop,Chrome,华南,0,,0
U0000091,2025-03-16 18:28:43,search,/orders,eac29ee2,331,desktop,Chrome,华中,0,社交媒体,0
U0000092,2024-11-28 16:04:19,purchase,/category/clothing,634e40fd,378,mobile,Chrome,西南,0,广告投放,1
U0000093,2024-06-22 14:58:51,search,/orders,b5aec378,488,tablet,Edge,西北,1,外部链接,0
U0000094,2025-01-11 14:33:33,search,/product/187,fc54f5f7,290,desktop,Chrome,东北,1,社交媒体,0
U0000095,2025-05-14 12:18:16,logout,/orders,a3cee43e,154,desktop,Edge,华北,0,,0
U0000096,2025-04-01 22:05:19,search,/category/electronics,3c48f002,337,desktop,QQ Browser,华东,0,广告投放,0
U0000097,,add_to_cart,/product/487,8b945c31,498,tablet,Edge,东北,0,邮件营销,0
U0000098,2025-02-25 01:42:21,search,/product/306,824c7d52,167,desktop,Safari,西北,0,广告投放,0
U0000099,2025-01-14 19:18:48,logout,/category/clothing,a95bbc75,245,desktop,Safari,华北,0,邮件营销,0
U0000100,2024-10-23 12:32:33,purchase,/product/419,5a6ff883,142,mobile,Edge,西南,0,外部链接,1
U0000101,2024-10-24 02:48:10,add_to_cart,/category/clothing,46747f30,151,mobile,Firefox,华北,1,广告投放,0
U0000102,2024-09-29 12:05:23,click,/home,4bc95d01,102,desktop,Safari,华东,0,广告投放,0
U0000103,2025-05-28 15:28:39,page_view,/products,a2d44443,221,mobile,QQ Browser,华中,1,社交媒体,0
U0000104,2024-10-01 13:40:50,search,/category/clothing,69a02a67,512,mobile,Safari,西北,1,广告投放,0
U0000105,2025-03-20 13:11:42,logout,/products,7a89546e,370,mobile,QQ Browser,西南,1,广告投放,0
U0000106,2024-12-09 08:47:01,add_to_cart,/products,2a0ca8be,107,desktop,Chrome,华北,1,外部链接,0
U0000107,2025-01-24 22:30:40,click,/product/33,231826fd,469,mobile,Chrome,华北,0,邮件营销,0
U0000108,2025-01-29 08:02:48,logout,/cart,996ab5ee,49,mobile,Edge,华中,0,外部链接,0
U0000109,2024-11-21 05:31:44,purchase,/search,bb39149f,532,mobile,Firefox,西南,1,,1
U0000110,2024-07-23 02:20:42,add_to_cart,/checkout,aa091a41,437,mobile,Edge,西南,1,,0
U0000111,2024-06-30 02:42:40,purchase,/search,40e044bb,164,mobile,Firefox,华东,0,搜索引擎,1
U0000112,2024-12-14 18:02:38,click,/orders,a6a21c72,380,desktop,QQ Browser,华北,1,外部链接,0
U0000113,2024-06-14 23:11:31,search,/category/electronics,a6db3386,121,mobile,QQ Browser,华北,1,广告投放,0
U0000114,2024-07-08 14:11:57,logout,/category/clothing,,328,desktop,Edge,华北,0,外部链接,0
U0000115,2024-08-29 11:32:14,page_view,/cart,f34a68e9,243,mobile,Edge,华中,1,邮件营销,0
U0000116,2024-07-04 09:25:45,logout,/category/clothing,f4f51816,420,mobile,,西北,0,广告投放,0
U0000117,2025-03-10 20:37:11,click,/category/electronics,023c491f,57,mobile,Safari,华北,0,搜索引擎,0
U0000118,2024-10-24 02:16:12,logout,/category/food,3a9b776c,311,mobile,QQ Browser,西南,0,外部链接,0
U0000119,2024-11-20 18:02:52,page_view,/products,42b39054,591,mobile,QQ Browser,西北,0,外部链接,0
U0000120,2024-11-02 15:15:51,logout,/category/electronics,8c764dd9,75,mobile,Firefox,华南,0,搜索引擎,0
U0000121,2024-11-24 12:08:48,add_to_cart,/category/food,da88a86d,327,mobile,Safari,华东,0,广告投放,0
U0000122,2024-08-21 10:59:36,logout,/search,8865e120,164,mobile,Edge,华中,0,广告投放,0
U0000123,2024-09-19 18:22:03,page_view,/checkout,acb5e2ac,482,mobile,Safari,华北,0,广告投放,0
U0000124,2025-03-19 17:12:23,search,/checkout,68a8c4bd,517,mobile,QQ Browser,西北,0,搜索引擎,0
U0000125,2024-11-21 17:23:48,click,/cart,20c39d7f,412,mobile,Edge,东北,1,广告投放,0
U0000126,2024-08-11 10:59:39,add_to_cart,/product/202,,307,mobile,Firefox,西北,0,广告投放,0
U0000127,2025-05-11 03:26:37,add_to_cart,/promotions,7498358a,28,mobile,QQ Browser,西南,0,direct,0
U0000128,2025-04-19 23:39:49,purchase,/product/421,21e0c41d,33,desktop,Firefox,华北,0,广告投放,1
U0000129,2025-04-10 15:55:54,logout,/promotions,9993aa28,142,desktop,,华中,0,社交媒体,0
U0000130,2025-02-28 10:34:22,logout,/promotions,f61f94eb,271,mobile,QQ Browser,华北,0,社交媒体,0
U0000131,2025-05-20 22:31:20,purchase,/search,da8f0c63,281,desktop,Firefox,东北,1,搜索引擎,1
U0000132,2024-07-11 11:59:28,logout,/checkout,3a1aaf92,220,mobile,Edge,华南,0,外部链接,0
U0000133,2025-05-09 16:14:40,click,/home,34cac6c2,339,mobile,Chrome,西南,1,,0
U0000134,2025-01-30 15:41:12,add_to_cart,/search,7997d4b6,61,mobile,QQ Browser,西北,0,direct,0
U0000135,2024-08-30 01:53:25,purchase,/product/480,d3b84a7c,297,mobile,Chrome,华北,0,外部链接,1
U0000136,2024-08-08 16:29:17,click,/products,53b900ec,470,desktop,Edge,东北,0,外部链接,0
U0000137,2025-04-24 12:52:27,search,/search,b4891055,98,mobile,Safari,华东,0,搜索引擎,0
U0000138,2024-11-16 09:37:46,search,/home,99b47fb3,369,mobile,Edge,华南,0,邮件营销,0
U0000139,2024-11-07 22:07:40,add_to_cart,/search,9012545b,225,mobile,QQ Browser,华北,0,邮件营销,0
U0000140,2025-05-07 06:48:15,logout,/profile,6e754ae6,84,mobile,QQ Browser,华东,0,邮件营销,0
U0000141,2025-03-02 04:10:20,search,/category/clothing,a4d7e937,211,mobile,Firefox,东北,0,搜索引擎,0
U0000142,2024-06-30 17:29:43,add_to_cart,/promotions,c0546616,261,desktop,Chrome,华中,0,direct,0
U0000143,2024-07-06 15:02:18,purchase,/product/394,f06d9899,431,desktop,Firefox,华中,0,外部链接,1
U0000144,2024-11-26 03:11:34,purchase,/category/food,6f59367a,229,desktop,,华中,0,邮件营销,1
U0000145,2024-09-26 07:29:22,click,/checkout,30c74098,116,desktop,Chrome,华南,0,direct,0
U0000146,2025-05-11 22:55:03,click,/promotions,9fc68c35,450,mobile,Chrome,华南,1,社交媒体,0
U0000147,2025-03-22 10:36:38,logout,/search,3bb52cc9,147,mobile,Edge,华东,0,邮件营销,0
U0000148,2025-04-17 21:27:35,purchase,/home,2a90161b,391,mobile,Safari,华北,0,邮件营销,1
U0000149,2024-11-01 22:09:51,purchase,/home,ec26bce5,427,mobile,Safari,华北,0,广告投放,1
U0000150,2024-09-06 01:17:24,logout,/profile,784a5295,75,desktop,QQ Browser,华南,0,社交媒体,0
U0000151,2024-09-17 06:47:07,logout,/category/clothing,e9b4252f,210,mobile,Edge,华中,0,外部链接,0
U0000152,2025-02-18 15:29:06,logout,/category/clothing,c0bc0431,328,mobile,QQ Browser,东北,1,搜索引擎,0
U0000153,2025-03-27 18:46:26,add_to_cart,/product/101,cca58435,389,mobile,Edge,华北,0,广告投放,0
U0000154,2025-02-07 14:10:46,add_to_cart,/product/72,ee055e59,501,desktop,,华东,0,direct,0
U0000155,2024-06-04 13:08:53,logout,/cart,96387799,155,mobile,QQ Browser,西北,0,邮件营销,0
U0000156,2024-06-09 00:34:35,purchase,/home,695dae3c,282,mobile,Firefox,东北,1,搜索引擎,1
U0000157,2024-08-16 07:12:39,search,/checkout,043cc06f,274,mobile,Firefox,西南,1,外部链接,0
U0000158,2024-07-12 20:54:41,page_view,/products,93b89b0a,387,mobile,Safari,华东,0,广告投放,0
U0000159,2024-07-19 16:58:02,click,/cart,ea1eebd3,581,mobile,Edge,西南,1,direct,0
U0000160,2024-06-09 06:37:09,logout,/category/electronics,06947fd1,307,mobile,Firefox,西北,0,社交媒体,0
U0000161,2025-05-19 23:05:32,logout,/search,98fbe5fd,448,mobile,QQ Browser,西南,1,社交媒体,0
U0000162,2025-01-17 15:14:22,search,/category/electronics,2e0a4394,600,mobile,Safari,西北,1,社交媒体,0
U0000163,2025-04-21 04:47:24,add_to_cart,/search,769fa8c7,6,mobile,Chrome,华南,0,广告投放,0
U0000164,2024-12-26 03:01:05,add_to_cart,/category/food,61fe7968,333,mobile,Chrome,西北,0,搜索引擎,0
U0000165,2024-12-12 05:08:17,add_to_cart,/checkout,3ede6cf6,65,mobile,Chrome,华北,0,搜索引擎,0
U0000166,2025-04-12 06:29:06,click,/checkout,5cb77317,406,desktop,Edge,华中,0,外部链接,0
U0000167,2024-11-12 19:44:12,purchase,/search,cadcaad9,408,mobile,Firefox,西南,0,社交媒体,1
U0000168,2024-12-19 11:07:59,search,/cart,46428597,559,desktop,Firefox,西北,0,社交媒体,0
U0000169,2024-12-27 21:31:08,logout,/checkout,1eab145e,158,desktop,QQ Browser,华中,0,邮件营销,0
U0000170,2025-05-21 13:34:02,add_to_cart,/promotions,e7094adc,550,tablet,Safari,西北,0,搜索引擎,0
U0000171,,logout,/orders,fc0c1336,340,mobile,Edge,华南,0,邮件营销,0
U0000172,2024-09-22 14:23:25,purchase,/orders,c3bfea9e,513,tablet,Edge,华中,1,direct,1
U0000173,2024-08-12 11:19:21,purchase,/cart,7e9e8287,357,mobile,Edge,华东,1,外部链接,1
U0000174,2025-04-28 03:43:51,click,/promotions,b9efc0f8,179,mobile,Firefox,华南,1,外部链接,0
U0000175,2025-01-08 12:01:47,search,/cart,f3bb0419,440,desktop,Chrome,西南,1,邮件营销,0
U0000176,2025-01-21 03:16:42,purchase,/category/food,cacc1041,321,desktop,Edge,华北,1,邮件营销,1
U0000177,2024-10-31 19:37:05,logout,/product/161,7eb60e5d,313,mobile,Firefox,华中,0,邮件营销,0
U0000178,2025-04-22 17:44:58,logout,/product/285,ed121f36,296,mobile,Chrome,东北,0,direct,0
U0000179,2024-12-14 17:32:41,purchase,/category/electronics,85d091d4,426,mobile,QQ Browser,华东,1,搜索引擎,1
U0000180,2025-03-03 09:10:49,purchase,/profile,b473a9da,508,mobile,QQ Browser,东北,0,,1
U0000181,2025-01-12 17:13:27,page_view,/promotions,f3126997,254,tablet,Edge,东北,0,广告投放,0
U0000182,2024-09-30 06:51:47,search,/promotions,0db2d3ad,439,mobile,Safari,东北,0,社交媒体,0
U0000183,2024-08-26 10:45:18,add_to_cart,/profile,8d242843,527,desktop,Firefox,华东,0,,0
U0000184,2024-08-07 07:09:45,add_to_cart,/cart,c982b403,403,desktop,Firefox,华中,0,外部链接,0
U0000185,2024-12-24 16:47:17,logout,/search,6e1c5d6d,500,mobile,Chrome,西北,0,,0
U0000186,2024-07-03 17:25:13,purchase,/cart,be35bc63,331,mobile,QQ Browser,东北,0,社交媒体,1
U0000187,2024-06-24 03:40:50,purchase,/home,174a5bcc,162,mobile,Safari,西北,0,外部链接,1
U0000188,2024-10-19 02:41:23,add_to_cart,/products,7012024a,170,desktop,Safari,华中,1,外部链接,0
U0000189,2024-07-10 04:37:14,search,/orders,14fbb85f,9,desktop,,华中,1,广告投放,0
U0000190,2024-07-23 03:20:23,add_to_cart,/product/196,5a0ceba3,137,desktop,QQ Browser,华东,0,搜索引擎,0
U0000191,2025-04-18 23:09:58,purchase,/profile,02bf1eb9,223,mobile,QQ Browser,西北,0,广告投放,1
U0000192,2024-10-20 20:05:15,search,/profile,4642d3eb,292,desktop,Edge,华南,1,邮件营销,0
U0000193,2025-04-27 01:50:57,click,/category/clothing,800a92b8,247,desktop,Chrome,华北,0,搜索引擎,0
U0000194,2025-01-02 11:34:43,click,/category/clothing,3d445338,75,mobile,Chrome,华东,0,广告投放,0
U0000195,2025-02-12 13:27:44,purchase,/products,50a6e20a,551,mobile,QQ Browser,华南,1,,1
U0000196,2025-03-28 20:48:53,logout,/orders,1fcab5c4,318,desktop,Chrome,华南,1,广告投放,0
U0000197,2024-06-29 09:42:47,logout,/promotions,8538d333,13,desktop,Edge,西南,1,外部链接,0
U0000198,2024-10-16 23:56:07,page_view,/search,af185729,279,mobile,,西北,0,广告投放,0
U0000199,2025-03-18 05:23:10,add_to_cart,/products,73c3107b,119,mobile,Chrome,华南,0,社交媒体,0
U0000200,2024-06-19 17:51:58,logout,/promotions,be8bd688,230,mobile,Edge,东北,1,社交媒体,0
U0000201,2024-06-27 05:14:51,search,/home,ca8a5173,71,desktop,Edge,华北,1,广告投放,0
U0000202,2025-03-16 09:47:39,click,/category/clothing,908bb9ec,506,desktop,QQ Browser,东北,1,搜索引擎,0
U0000203,2024-09-28 17:22:40,logout,/home,01a046d1,2,mobile,Edge,华东,0,搜索引擎,0
U0000204,2024-08-12 22:17:05,page_view,/cart,e743b226,533,desktop,Chrome,西南,0,搜索引擎,0
U0000205,2025-03-31 18:03:27,logout,/product/122,d1dd7e12,323,mobile,Edge,华北,1,搜索引擎,0
U0000206,2025-03-27 03:09:06,click,/category/clothing,2be8bab9,417,mobile,Firefox,华北,1,direct,0
U0000207,2024-11-03 22:44:38,page_view,/cart,dc74130b,336,desktop,Firefox,西南,1,社交媒体,0
U0000208,2024-06-16 12:54:28,search,/promotions,af7857b3,97,desktop,Chrome,华东,1,搜索引擎,0
U0000209,2024-12-08 21:40:41,page_view,/profile,7a727fc9,77,mobile,Firefox,东北,1,社交媒体,0
U0000210,2024-06-26 05:59:36,purchase,/promotions,48e6cf7c,31,mobile,Safari,华北,1,搜索引擎,1
U0000211,2024-10-04 20:18:31,purchase,/category/food,46bba3e3,90,mobile,QQ Browser,华南,0,邮件营销,1
U0000212,2024-12-01 15:34:50,purchase,/search,11e92c4e,515,mobile,QQ Browser,华南,1,社交媒体,1
U0000213,2025-02-27 11:49:37,click,/product/52,e3865c5f,247,desktop,Chrome,东北,1,,0
U0000214,2024-12-16 11:59:53,click,/product/122,8cf297fa,368,mobile,QQ Browser,西南,0,搜索引擎,0
U0000215,2025-02-08 17:19:11,purchase,/home,78318b83,239,mobile,Edge,西南,0,搜索引擎,1
U0000216,2024-11-13 01:01:09,search,/promotions,34a009db,114,desktop,Edge,西北,0,广告投放,0
U0000217,2024-11-13 04:10:46,purchase,/orders,ce89bb5e,325,tablet,QQ Browser,东北,0,外部链接,1
U0000218,2024-11-05 23:44:18,click,/product/374,329e3a8b,587,tablet,Chrome,华南,1,邮件营销,0
U0000219,2025-02-10 04:21:47,page_view,/cart,d341b56a,328,desktop,Edge,华中,1,搜索引擎,0
U0000220,2024-10-10 03:46:00,page_view,/category/electronics,c8ee888d,430,desktop,Firefox,华北,0,direct,0
U0000221,2025-03-23 20:48:43,click,/product/232,f26d2344,35,mobile,Chrome,华北,1,广告投放,0
U0000222,2024-07-18 10:38:39,purchase,/promotions,d64a0323,169,mobile,Edge,华南,0,,1
U0000223,2025-03-04 08:42:18,add_to_cart,/cart,26d6f4fc,403,desktop,Edge,华东,0,社交媒体,0
U0000224,2025-02-01 06:06:01,click,/product/327,0dc2abaa,84,mobile,Firefox,华中,1,社交媒体,0
U0000225,2024-09-03 11:56:24,add_to_cart,/product/229,77f427b3,451,mobile,Chrome,华南,1,外部链接,0
U0000226,2025-03-05 13:48:37,click,/category/food,aad02964,397,mobile,Firefox,西南,1,广告投放,0
U0000227,2024-06-18 16:36:57,search,/profile,b76be99b,151,desktop,Safari,华南,1,搜索引擎,0
U0000228,2025-05-16 13:12:52,logout,/product/428,f74d4a03,328,tablet,Firefox,西南,0,社交媒体,0
U0000229,2024-06-07 22:39:37,search,/category/electronics,b33ab2ce,154,desktop,Chrome,华东,0,direct,0
U0000230,2024-11-24 13:16:24,logout,/category/clothing,db3772c8,485,mobile,QQ Browser,西北,0,direct,0
U0000231,2025-05-20 07:03:47,purchase,/checkout,9275e2f0,21,desktop,Firefox,东北,0,direct,1
U0000232,2024-11-01 23:28:49,add_to_cart,/checkout,db529115,92,mobile,Firefox,东北,0,社交媒体,0
U0000233,2024-08-21 02:19:45,search,/category/electronics,55cb666d,537,mobile,Safari,东北,0,direct,0
U0000234,2025-05-27 06:17:23,purchase,/category/food,c8bb3744,127,mobile,Firefox,华南,0,,1
U0000235,2024-11-24 05:53:57,add_to_cart,/promotions,e74b4459,93,mobile,QQ Browser,东北,0,,0
U0000236,2025-05-13 06:17:41,purchase,/category/food,b1eb364b,10,mobile,Chrome,华南,0,社交媒体,1
U0000237,2024-10-19 13:57:24,add_to_cart,/category/clothing,743e6cc4,478,mobile,QQ Browser,华东,0,外部链接,0
U0000238,2025-03-15 20:38:38,add_to_cart,/checkout,a50b12f0,494,tablet,Edge,华北,1,外部链接,0
U0000239,2024-10-02 01:51:54,search,/category/electronics,b242b7f3,144,desktop,,华北,0,广告投放,0
U0000240,,logout,/profile,77e1267f,352,mobile,Firefox,西北,0,社交媒体,0
U0000241,2025-03-13 05:18:06,purchase,/product/380,e589c5aa,573,mobile,Edge,西北,1,社交媒体,1
U0000242,2025-01-02 10:23:16,search,/checkout,ed46c44e,121,desktop,QQ Browser,华东,0,搜索引擎,0
U0000243,2024-12-13 16:19:26,page_view,/product/71,,351,desktop,Firefox,华南,1,外部链接,0
U0000244,2024-11-18 20:11:20,logout,/home,2bff36f0,281,desktop,Safari,华中,1,direct,0
U0000245,2025-01-06 12:27:30,purchase,/home,622af921,205,tablet,QQ Browser,华南,0,direct,1
U0000246,2025-05-22 11:19:08,page_view,/category/electronics,9aed94f2,314,desktop,Edge,华中,0,邮件营销,0
U0000247,2025-05-18 04:21:57,purchase,/search,f52532f0,169,tablet,Safari,华南,1,搜索引擎,1
U0000248,,search,/product/64,431c1fe9,39,desktop,QQ Browser,华东,0,direct,0
U0000249,2024-06-11 01:44:07,purchase,/category/clothing,c7b9758b,561,desktop,Chrome,华北,0,direct,1
U0000250,2025-04-07 22:08:26,page_view,/category/food,5079c121,121,desktop,QQ Browser,华南,0,邮件营销,0
